Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Fault_Code,Fault_Name,Severity,Parts_Availability,Garage_Type,Mechanic_Expertise,Day_of_Week,Time_of_Day,Actual_Repair_Hours,Repair_Cost_LKR,PartsRequired_Names
575,Honda Fit,2020,176786,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,In Stock,Authorized,Junior,Weekday,Morning,6.18,36300,"Gearbox Mount, Clutch Plate"
576,Toyota Prius,2016,23815,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,High,Order Required,Local,Senior,Weekday,Evening,6.57,35600,"Transmission Fluid Filter, Clutch Plate"
577,Honda Fit,2008,82432,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,In Stock,Authorized,Expert,Weekend,Afternoon,3.26,13500,"Brake Fluid Hose, Brake Pad"
578,Toyota Prius,2010,44924,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,Order Required,Authorized,Senior,Weekday,Evening,3.32,19500,"Clutch Plate, Transmission Fluid Filter"
579,Toyota Corolla,2009,73737,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,In Stock,Authorized,Senior,Weekday,Evening,1.89,9600,"Gearbox Mount, Clutch Plate"
580,Nissan Sunny,2009,44868,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Authorized,Senior,Weekend,Afternoon,2.28,13400,"Alternator, Wiring Harness"
581,Suzuki Alto,2018,65464,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Local,Expert,Weekend,Evening,4.92,26200,"Engine Oil Filter, Timing Belt"
582,Nissan Sunny,2011,127908,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,Order Required,Authorized,Expert,Weekday,Evening,3.25,15400,"Gearbox Mount, Clutch Plate"
583,Toyota Prius,2014,24922,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,Order Required,Authorized,Junior,Weekend,Afternoon,7.34,42300,"Brake Pad, Brake Fluid Hose"
584,Suzuki WagonR,2009,167330,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,Order Required,Local,Senior,Weekend,Evening,6.58,26700,"Alternator, Battery"
585,Nissan Sunny,2017,174451,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,Order Required,Authorized,Senior,Weekday,Evening,6.65,27000,"Brake Pad, Brake Fluid Hose"
586,Toyota Corolla,2014,169405,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,In Stock,Local,Senior,Weekday,Morning,6.35,29900,"Clutch Plate, Transmission Fluid Filter"
587,Honda Civic,2013,56404,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,Order Required,Authorized,Expert,Weekend,Afternoon,4.88,23400,"Timing Belt, Spark Plug"
588,Suzuki Alto,2019,59877,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,High,In Stock,Local,Senior,Weekend,Evening,7.02,26100,"Transmission Fluid Filter, Gearbox Mount"
589,Toyota Corolla,2020,140206,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Low,Order Required,Local,Junior,Weekday,Afternoon,1.12,4100,"Battery, Alternator"
590,Honda Civic,2013,164226,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,In Stock,Authorized,Expert,Weekday,Afternoon,7.44,36200,"Alternator, Fuse"
591,Toyota Prius,2010,28478,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Low,In Stock,Local,Senior,Weekend,Afternoon,1.73,7100,"Alternator, Wiring Harness"
592,Toyota Prius,2018,63309,Engine,Overheating,ENG-450,Overheating Issue,High,Order Required,Authorized,Junior,Weekend,Afternoon,7.06,29400,"Fuel Injector, Timing Belt"
593,Nissan Sunny,2014,43567,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,Order Required,Authorized,Senior,Weekday,Morning,6.59,26300,"Control Arm, Strut Mount"
594,Toyota Corolla,2009,105274,Brake,ABS Fault,BRA-102,ABS Fault Issue,Low,In Stock,Authorized,Junior,Weekday,Evening,2.67,13600,"Brake Fluid Hose, Brake Pad"
595,Toyota Corolla,2011,85231,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,Order Required,Authorized,Expert,Weekend,Evening,5.89,23000,"Fuse, Alternator"
596,Nissan Sunny,2020,63304,Engine,Overheating,ENG-450,Overheating Issue,High,In Stock,Authorized,Senior,Weekday,Morning,6.88,26000,"Timing Belt, Engine Oil Filter"
597,Honda Fit,2021,133748,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,In Stock,Authorized,Senior,Weekday,Morning,1.65,6500,"Brake Caliper, Brake Pad"
598,Suzuki WagonR,2011,162691,Engine,Timing Issue,ENG-522,Timing Issue Issue,Low,Order Required,Local,Senior,Weekday,Afternoon,2.02,8900,"Piston Ring, Timing Belt"
599,Honda Civic,2008,133825,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,Order Required,Authorized,Senior,Weekend,Evening,4.35,16900,"Ball Joint, Shock Absorber"
600,Toyota Corolla,2016,43590,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Authorized,Junior,Weekday,Morning,4.11,20400,"Strut Mount, Ball Joint"
601,Suzuki Alto,2012,168437,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Local,Junior,Weekday,Afternoon,3.11,13200,"Control Arm, Shock Absorber"
602,Honda Fit,2020,161542,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Local,Junior,Weekday,Afternoon,2.77,10000,"Strut Mount, Control Arm"
603,Toyota Corolla,2020,110142,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,In Stock,Authorized,Junior,Weekend,Evening,5.82,26100,"Alternator, Starter Motor"
604,Suzuki Alto,2014,103769,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,In Stock,Local,Junior,Weekday,Morning,4.5,18800,"Brake Caliper, Brake Pad"
605,Suzuki WagonR,2016,25657,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,In Stock,Authorized,Junior,Weekday,Evening,7.42,28100,"Brake Pad, Brake Disc"
606,Toyota Corolla,2015,27098,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,Order Required,Local,Senior,Weekday,Afternoon,6.81,24300,"Shock Absorber, Ball Joint"
607,Suzuki WagonR,2013,93031,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Low,In Stock,Local,Junior,Weekday,Morning,2.51,11200,"Fuse, Starter Motor"
608,Toyota Corolla,2013,126111,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,Order Required,Local,Senior,Weekday,Evening,4.6,21600,"Ball Joint, Shock Absorber"
609,Suzuki Alto,2017,143490,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Senior,Weekday,Evening,5.59,19700,"Transmission Fluid Filter, Gearbox Mount"
610,Suzuki Alto,2022,51951,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,In Stock,Local,Senior,Weekend,Evening,4.82,25400,"Brake Disc, Brake Caliper"
611,Toyota Corolla,2012,58222,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,Order Required,Local,Junior,Weekday,Evening,3.45,20100,"Ball Joint, Shock Absorber"
612,Nissan Sunny,2022,167894,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,Order Required,Local,Junior,Weekend,Afternoon,3.44,20000,"Piston Ring, Timing Belt"
613,Honda Civic,2015,61262,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,Order Required,Authorized,Junior,Weekday,Morning,4.25,20900,"Fuse, Wiring Harness"
614,Nissan Sunny,2017,69285,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Senior,Weekend,Morning,6.63,28200,"Transmission Fluid Filter, Gearbox Mount"
615,Nissan Sunny,2019,60747,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Senior,Weekday,Afternoon,7.36,42400,"Clutch Plate, Gearbox Mount"
616,Toyota Corolla,2022,133486,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,Order Required,Authorized,Expert,Weekend,Afternoon,4.51,21400,"Ball Joint, Strut Mount"
617,Suzuki WagonR,2010,76461,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Local,Expert,Weekend,Afternoon,1.48,8000,"Shock Absorber, Control Arm"
618,Toyota Prius,2012,165800,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Medium,Order Required,Local,Expert,Weekend,Morning,4.14,22500,"Alternator, Starter Motor"
619,Honda Civic,2012,95308,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Medium,In Stock,Authorized,Junior,Weekday,Morning,3.7,16200,"Fuse, Starter Motor"
620,Suzuki WagonR,2017,88463,Engine,Oil Leak,ENG-170,Oil Leak Issue,Low,In Stock,Local,Expert,Weekday,Evening,2.79,13700,"Fuel Injector, Timing Belt"
621,Suzuki WagonR,2018,133261,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,Order Required,Authorized,Senior,Weekday,Morning,7.0,26200,"Ball Joint, Control Arm"
622,Toyota Prius,2022,50558,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,In Stock,Local,Expert,Weekend,Morning,3.13,17200,"Brake Pad, Brake Disc"
623,Suzuki Alto,2017,142347,Engine,Oil Leak,ENG-170,Oil Leak Issue,Low,In Stock,Authorized,Junior,Weekday,Afternoon,1.31,5600,"Spark Plug, Fuel Injector"
624,Toyota Prius,2019,73458,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Local,Senior,Weekday,Morning,2.02,8200,"Fuse, Battery"
625,Toyota Corolla,2016,70791,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,In Stock,Local,Expert,Weekend,Evening,4.92,18800,"Starter Motor, Alternator"
626,Honda Fit,2019,35228,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,Order Required,Local,Expert,Weekend,Evening,7.06,38400,"Brake Pad, Brake Fluid Hose"
627,Toyota Prius,2022,147176,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,Order Required,Authorized,Senior,Weekday,Evening,4.54,19600,"Timing Belt, Spark Plug"
628,Honda Fit,2008,85894,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,In Stock,Local,Expert,Weekday,Afternoon,6.88,25700,"Brake Caliper, Brake Fluid Hose"
629,Honda Civic,2014,29283,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,Order Required,Local,Junior,Weekend,Morning,4.54,17900,"Brake Caliper, Brake Pad"
630,Suzuki WagonR,2012,51333,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,In Stock,Authorized,Junior,Weekend,Evening,2.95,15700,"Transmission Fluid Filter, Gearbox Mount"
631,Toyota Prius,2008,70816,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Local,Junior,Weekend,Evening,1.44,6000,"Wiring Harness, Alternator"
632,Suzuki Alto,2022,93724,Engine,Timing Issue,ENG-522,Timing Issue Issue,Medium,Order Required,Local,Junior,Weekday,Morning,4.08,21400,"Engine Oil Filter, Spark Plug"
633,Suzuki Alto,2020,98539,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,Order Required,Authorized,Expert,Weekend,Evening,4.96,28200,"Gearbox Mount, Clutch Plate"
634,Honda Fit,2019,52626,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,In Stock,Local,Senior,Weekday,Evening,1.55,7100,"Brake Fluid Hose, Brake Caliper"
635,Suzuki Alto,2018,29799,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,Order Required,Authorized,Senior,Weekday,Afternoon,3.82,16800,"Gearbox Mount, Clutch Plate"
636,Honda Fit,2009,170470,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,In Stock,Authorized,Expert,Weekday,Morning,5.84,20700,"Brake Pad, Brake Caliper"
637,Honda Civic,2017,98249,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,High,Order Required,Authorized,Senior,Weekday,Morning,7.41,38300,"Transmission Fluid Filter, Gearbox Mount"
638,Honda Fit,2013,53753,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,In Stock,Local,Senior,Weekday,Evening,3.91,23100,"Brake Disc, Brake Caliper"
639,Honda Fit,2019,80092,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,Order Required,Local,Junior,Weekday,Evening,2.18,10700,"Wiring Harness, Alternator"
640,Suzuki WagonR,2013,49902,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,In Stock,Local,Expert,Weekend,Afternoon,7.3,28800,"Strut Mount, Ball Joint"
641,Toyota Corolla,2012,62277,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,In Stock,Local,Junior,Weekday,Morning,4.97,17400,"Transmission Fluid Filter, Gearbox Mount"
642,Toyota Corolla,2012,146926,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Local,Expert,Weekend,Morning,3.81,19400,"Timing Belt, Piston Ring"
643,Nissan Sunny,2021,92136,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,In Stock,Authorized,Junior,Weekday,Evening,6.2,33100,"Clutch Plate, Transmission Fluid Filter"
644,Honda Civic,2020,139313,Brake,ABS Fault,BRA-102,ABS Fault Issue,Low,In Stock,Authorized,Expert,Weekday,Evening,2.02,11500,"Brake Fluid Hose, Brake Caliper"
645,Suzuki WagonR,2008,140258,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,Order Required,Local,Expert,Weekday,Morning,3.28,12300,"Brake Fluid Hose, Brake Disc"
646,Toyota Corolla,2011,46129,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Medium,Order Required,Local,Junior,Weekend,Morning,4.27,17800,"Battery, Fuse"
647,Toyota Prius,2011,105632,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,In Stock,Authorized,Expert,Weekday,Evening,4.84,25900,"Engine Oil Filter, Timing Belt"
648,Suzuki Alto,2015,123677,Engine,Misfire,ENG-847,Misfire Issue,High,Order Required,Local,Junior,Weekend,Morning,6.08,28500,"Fuel Injector, Timing Belt"
649,Suzuki WagonR,2016,155256,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,In Stock,Authorized,Junior,Weekend,Morning,2.59,11600,"Gearbox Mount, Transmission Fluid Filter"
650,Honda Civic,2018,123857,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,In Stock,Authorized,Senior,Weekday,Evening,3.72,20300,"Brake Caliper, Brake Fluid Hose"
651,Suzuki WagonR,2009,76777,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Authorized,Junior,Weekday,Afternoon,2.39,14300,"Strut Mount, Shock Absorber"
652,Nissan Sunny,2011,163633,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,Order Required,Local,Expert,Weekend,Morning,3.2,11600,"Shock Absorber, Strut Mount"
653,Honda Fit,2015,175436,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,Order Required,Local,Senior,Weekend,Morning,5.76,27300,"Strut Mount, Shock Absorber"
654,Toyota Corolla,2016,38948,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,In Stock,Authorized,Senior,Weekday,Afternoon,6.18,21900,"Alternator, Wiring Harness"
655,Suzuki WagonR,2010,160996,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,In Stock,Authorized,Expert,Weekday,Evening,6.88,29000,"Battery, Wiring Harness"
656,Honda Civic,2014,136857,Brake,ABS Fault,BRA-102,ABS Fault Issue,Low,In Stock,Authorized,Junior,Weekend,Afternoon,2.17,9400,"Brake Pad, Brake Fluid Hose"
657,Toyota Prius,2020,175520,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,Order Required,Local,Senior,Weekend,Morning,6.83,32400,"Brake Disc, Brake Pad"
658,Nissan Sunny,2012,39561,Engine,Overheating,ENG-450,Overheating Issue,Low,Order Required,Local,Senior,Weekday,Evening,2.02,12100,"Spark Plug, Engine Oil Filter"
659,Toyota Corolla,2013,101946,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,Order Required,Local,Junior,Weekend,Morning,4.52,25900,"Brake Caliper, Brake Disc"
660,Toyota Corolla,2018,168553,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,Order Required,Local,Junior,Weekend,Afternoon,3.66,18400,"Gearbox Mount, Clutch Plate"
661,Nissan Sunny,2009,129032,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,Order Required,Local,Junior,Weekday,Evening,7.15,31600,"Control Arm, Strut Mount"
662,Toyota Corolla,2022,23084,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,In Stock,Authorized,Expert,Weekend,Afternoon,6.89,35600,"Brake Pad, Brake Fluid Hose"
663,Honda Fit,2014,110562,Engine,Overheating,ENG-450,Overheating Issue,High,In Stock,Authorized,Senior,Weekend,Afternoon,5.75,30700,"Fuel Injector, Engine Oil Filter"
664,Nissan Sunny,2019,175833,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,In Stock,Local,Junior,Weekday,Morning,7.16,41800,"Brake Disc, Brake Caliper"
665,Toyota Prius,2020,149519,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Local,Senior,Weekend,Afternoon,7.04,25300,"Gearbox Mount, Clutch Plate"
666,Honda Fit,2009,146436,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,Order Required,Local,Expert,Weekday,Morning,1.38,6500,"Transmission Fluid Filter, Gearbox Mount"
667,Honda Civic,2013,52036,Engine,Overheating,ENG-450,Overheating Issue,High,In Stock,Local,Expert,Weekday,Afternoon,6.01,23000,"Engine Oil Filter, Spark Plug"
668,Honda Civic,2015,166451,Engine,Overheating,ENG-450,Overheating Issue,High,Order Required,Local,Expert,Weekend,Afternoon,7.42,43600,"Spark Plug, Engine Oil Filter"
669,Honda Civic,2009,161160,Engine,Misfire,ENG-847,Misfire Issue,High,Order Required,Authorized,Senior,Weekend,Morning,6.01,24300,"Timing Belt, Engine Oil Filter"
670,Toyota Prius,2015,136242,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Authorized,Senior,Weekend,Morning,4.04,16500,"Control Arm, Strut Mount"
671,Nissan Sunny,2012,140428,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,Order Required,Authorized,Expert,Weekend,Evening,4.23,21500,"Clutch Plate, Gearbox Mount"
672,Honda Fit,2015,143042,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,Order Required,Local,Senior,Weekday,Morning,4.05,17600,"Spark Plug, Piston Ring"
673,Suzuki WagonR,2010,95164,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,In Stock,Authorized,Expert,Weekend,Afternoon,2.56,13700,"Strut Mount, Shock Absorber"
674,Suzuki Alto,2019,40645,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,High,Order Required,Local,Junior,Weekend,Evening,6.73,38000,"Starter Motor, Alternator"
675,Honda Civic,2010,45450,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,In Stock,Authorized,Junior,Weekend,Afternoon,2.17,9900,"Brake Fluid Hose, Brake Pad"
676,Honda Fit,2011,101869,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,Order Required,Local,Senior,Weekday,Afternoon,6.68,26000,"Brake Fluid Hose, Brake Pad"
677,Toyota Prius,2016,79493,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,In Stock,Local,Junior,Weekday,Morning,4.53,16600,"Wiring Harness, Battery"
678,Toyota Corolla,2012,84089,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Local,Senior,Weekend,Morning,5.5,29800,"Shock Absorber, Strut Mount"
679,Suzuki WagonR,2015,80574,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,In Stock,Local,Expert,Weekend,Evening,2.98,17200,"Brake Caliper, Brake Disc"
680,Honda Civic,2014,23301,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,Order Required,Authorized,Expert,Weekday,Evening,1.77,6500,"Alternator, Battery"
681,Toyota Corolla,2012,103207,Engine,Overheating,ENG-450,Overheating Issue,High,In Stock,Authorized,Expert,Weekend,Evening,7.08,26500,"Engine Oil Filter, Timing Belt"
682,Honda Fit,2019,52800,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Authorized,Expert,Weekday,Morning,2.9,14900,"Wiring Harness, Fuse"
683,Suzuki Alto,2008,174654,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,In Stock,Authorized,Junior,Weekend,Evening,1.43,5900,"Brake Fluid Hose, Brake Pad"
684,Suzuki WagonR,2018,156084,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,Order Required,Local,Senior,Weekday,Morning,7.32,36400,"Brake Fluid Hose, Brake Disc"
685,Suzuki Alto,2019,162289,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,In Stock,Authorized,Senior,Weekend,Morning,6.88,30200,"Brake Disc, Brake Pad"
686,Honda Fit,2008,68005,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,Order Required,Local,Expert,Weekday,Afternoon,5.86,34000,"Shock Absorber, Ball Joint"
687,Honda Fit,2019,92421,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Medium,In Stock,Local,Junior,Weekend,Evening,4.3,21600,"Fuse, Alternator"
688,Suzuki Alto,2015,23510,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,Order Required,Local,Junior,Weekday,Evening,7.25,25600,"Brake Pad, Brake Fluid Hose"
689,Suzuki Alto,2018,63344,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,Order Required,Authorized,Senior,Weekday,Evening,4.89,28600,"Brake Caliper, Brake Pad"
690,Honda Fit,2010,72111,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,In Stock,Local,Expert,Weekday,Afternoon,6.04,29500,"Clutch Plate, Gearbox Mount"
691,Toyota Corolla,2016,127932,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,Order Required,Authorized,Senior,Weekend,Afternoon,5.75,26200,"Wiring Harness, Starter Motor"
692,Toyota Corolla,2009,98967,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Authorized,Senior,Weekday,Afternoon,6.13,22300,"Shock Absorber, Ball Joint"
693,Toyota Prius,2022,43408,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,In Stock,Local,Junior,Weekend,Morning,2.48,13300,"Gearbox Mount, Transmission Fluid Filter"
694,Suzuki WagonR,2013,34778,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,In Stock,Local,Expert,Weekday,Afternoon,2.37,9700,"Control Arm, Ball Joint"
695,Nissan Sunny,2014,126024,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,Order Required,Authorized,Senior,Weekday,Morning,5.57,25400,"Strut Mount, Shock Absorber"
696,Honda Fit,2014,147260,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,In Stock,Authorized,Junior,Weekend,Morning,6.28,28600,"Gearbox Mount, Clutch Plate"
697,Nissan Sunny,2016,143952,Engine,Timing Issue,ENG-522,Timing Issue Issue,Low,In Stock,Authorized,Expert,Weekend,Afternoon,2.38,8500,"Engine Oil Filter, Spark Plug"
698,Suzuki Alto,2008,133850,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,In Stock,Local,Senior,Weekend,Morning,5.58,29700,"Ball Joint, Strut Mount"
699,Honda Civic,2011,122469,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,Order Required,Authorized,Junior,Weekday,Afternoon,4.16,23300,"Brake Fluid Hose, Brake Disc"
700,Honda Fit,2010,67490,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,Order Required,Local,Junior,Weekday,Evening,1.25,6400,"Brake Pad, Brake Caliper"
701,Honda Civic,2014,162021,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,Order Required,Authorized,Junior,Weekday,Morning,2.86,11200,"Wiring Harness, Fuse"
702,Honda Fit,2008,108777,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,Order Required,Authorized,Senior,Weekday,Evening,6.53,30300,"Ball Joint, Control Arm"
703,Suzuki WagonR,2011,118330,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,In Stock,Authorized,Expert,Weekday,Morning,5.86,34000,"Shock Absorber, Ball Joint"
704,Nissan Sunny,2009,80917,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,In Stock,Authorized,Junior,Weekend,Evening,4.47,21200,"Brake Caliper, Brake Fluid Hose"
705,Honda Fit,2010,93464,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,Order Required,Local,Junior,Weekend,Evening,5.82,28500,"Battery, Starter Motor"
706,Suzuki WagonR,2009,126432,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Local,Expert,Weekend,Morning,3.32,15100,"Shock Absorber, Strut Mount"
707,Honda Fit,2008,98932,Brake,ABS Fault,BRA-102,ABS Fault Issue,Low,In Stock,Authorized,Junior,Weekday,Evening,2.65,15100,"Brake Disc, Brake Caliper"
708,Suzuki Alto,2008,52083,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,In Stock,Local,Expert,Weekend,Evening,7.0,33600,"Battery, Starter Motor"
709,Honda Fit,2014,166327,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,Order Required,Local,Senior,Weekday,Afternoon,7.26,36600,"Engine Oil Filter, Timing Belt"
710,Nissan Sunny,2021,60188,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,In Stock,Local,Expert,Weekend,Morning,4.52,24400,"Gearbox Mount, Clutch Plate"
711,Honda Fit,2016,46322,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Local,Junior,Weekday,Morning,5.87,31600,"Shock Absorber, Control Arm"
712,Toyota Prius,2020,59238,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,Order Required,Local,Senior,Weekend,Evening,5.66,30600,"Ball Joint, Strut Mount"
713,Suzuki WagonR,2015,40884,Engine,Overheating,ENG-450,Overheating Issue,High,In Stock,Authorized,Senior,Weekday,Afternoon,6.8,24100,"Engine Oil Filter, Timing Belt"
714,Toyota Prius,2014,70802,Engine,Timing Issue,ENG-522,Timing Issue Issue,Medium,Order Required,Local,Senior,Weekend,Morning,3.41,16700,"Fuel Injector, Engine Oil Filter"
715,Toyota Prius,2011,36486,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,Order Required,Authorized,Junior,Weekend,Morning,3.32,15100,"Brake Caliper, Brake Fluid Hose"
716,Toyota Corolla,2010,35680,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Medium,Order Required,Local,Expert,Weekday,Evening,4.5,21100,"Wiring Harness, Fuse"
717,Toyota Prius,2011,34076,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Authorized,Expert,Weekday,Afternoon,3.4,13200,"Control Arm, Strut Mount"
718,Toyota Prius,2014,143051,Engine,Oil Leak,ENG-170,Oil Leak Issue,Low,In Stock,Authorized,Senior,Weekend,Afternoon,1.39,6700,"Fuel Injector, Piston Ring"
